"[-0.27, 0.568, -1.039, -2.191, -0.29, 0.847],""[-1.032, -0.013, 0.166, 3.786, -3.023, -0.511]"""
"[-0.27, 0.568, -1.039, -2.191, -0.29, 0.847],""[-1.032, -0.013, 0.166, 3.786, -3.023, -0.511]"""
"[-0.27, 0.568, -1.039, -2.191, -0.29, 0.847],""[-1.032, -0.013, 0.166, 3.786, -3.023, -0.511]"""
"[-0.27, 0.568, -1.039, -2.191, -0.29, 0.847],""[-1.032, -0.013, 0.166, 3.786, -3.023, -0.511]"""
"[-0.27, 0.568, -1.039, -2.191, -0.29, 0.847],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.034, -0.008, 0.161, 3.641, -2.962, -0.656]"""
"[-0.242, 0.571, -0.99, -2.176, -0.099, 0.885],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.039, -0.021, 0.163, 3.725, -3.038, -0.573]"""
"[-0.26, 0.569, -1.029, -2.16, -0.107, 1.008],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.042, -0.009, 0.18, 3.702, -2.977, -0.565]"""
"[-0.269, 0.579, -1.036, -2.252, -0.198, 0.977],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.014, -0.013, 0.149, 3.756, -3.053, -0.542]"""
"[-0.248, 0.564, -1.001, -2.305, -0.099, 0.893],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.025, -0.022, 0.163, 3.672, -3.015, -0.679]"""
"[-0.26, 0.564, -1.04, -2.191, -0.198, 1.031],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.044, -0.01, 0.164, 3.687, -3.015, -0.679]"""
"[-0.257, 0.571, -1.015, -2.244, -0.145, 0.954],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.028, -0.007, 0.151, 3.649, -2.954, -0.611]"""
"[-0.254, 0.552, -0.998, -2.221, -0.176, 0.878],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.033, -0.012, 0.163, 3.679, -3.122, -0.634]"""
"[-0.251, 0.558, -0.993, -2.221, -0.145, 0.939],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.021, -0.027, 0.165, 3.702, -3.099, -0.542]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.551, -1.036, -2.29, -0.221, 0.992],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.018, -0.02, 0.156, 3.771, -2.992, -0.687]"""
"[-0.26, 0.562, -1.018, -2.29, -0.168, 0.954],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.031, -0.032, 0.161, 3.733, -3.015, -0.626]"""
"[-0.256, 0.576, -0.994, -2.183, -0.176, 1.13],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.267, 0.576, -0.994, -2.198, -0.298, 1.122],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.267, 0.576, -0.994, -2.198, -0.298, 1.122],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.267, 0.576, -0.994, -2.198, -0.298, 1.122],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.267, 0.576, -0.994, -2.198, -0.298, 1.122],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.267, 0.576, -0.994, -2.198, -0.298, 1.122],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.267, 0.576, -0.994, -2.198, -0.298, 1.122],""[-1.026, -0.02, 0.156, 3.718, -2.977, -0.611]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.027, -0.001, 0.165, 3.687, -3.023, -0.58]"""
"[-0.28, 0.564, -1.013, -2.298, -0.16, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.021, 0.009, 0.168, 3.786, -3.015, -0.55]"""
"[-0.275, 0.558, -1.043, -2.351, -0.191, 0.954],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.02, -0.049, 0.131, 3.71, -3.008, -0.695]"""
"[-0.258, 0.559, -0.985, -2.229, -0.26, 1],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.037, -0.021, 0.155, 3.733, -2.908, -0.58]"""
"[-0.271, 0.575, -1.012, -2.26, -0.328, 1.137],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.287, 0.559, -1.074, -2.389, -0.076, 0.878],""[-1.033, 0.019, 0.168, 3.702, -3.008, -0.656]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.043, 0.022, 0.195, 3.748, -2.969, -0.679]"""
"[-0.29, 0.577, -1.136, -2.473, -0.183, 0.84],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.009, -0.042, 0.158, 3.748, -3.076, -0.603]"""
"[-0.255, 0.613, -0.857, -2.366, -0.321, 1.076],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.014, -0.035, 0.165, 3.687, -2.954, -0.664]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.339, 0.609, -0.853, -2.336, -0.771, 1.26],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.032, 0.018, 0.181, 3.573, -2.908, -0.611]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.023, -0.051, 0.176, 3.672, -3.031, -0.626]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.023, -0.051, 0.176, 3.672, -3.031, -0.626]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.023, -0.051, 0.176, 3.672, -3.031, -0.626]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.023, -0.051, 0.176, 3.672, -3.031, -0.626]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.023, -0.051, 0.176, 3.672, -3.031, -0.626]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1.023, -0.051, 0.176, 3.672, -3.031, -0.626]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.059, 0.151, 3.71, -2.885, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.506, 0.589, -0.928, -2.214, -0.855, 1.16],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1, -0.027, 0.192, 3.672, -3.061, -0.656]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-0.729, 0.561, -0.801, -2.282, -1.206, 1.191],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-1.035, 0.635, -0.514, -2.58, -0.969, 1.267],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-1.035, 0.635, -0.514, -2.58, -0.969, 1.267],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-1.035, 0.635, -0.514, -2.58, -0.969, 1.267],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-1.035, 0.635, -0.514, -2.58, -0.969, 1.267],""[-1.016, -0.028, 0.177, 3.695, -2.969, -0.634]"""
"[-1.035, 0.635, -0.514, -2.58, -0.969, 1.267],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.035, 0.635, -0.514, -2.58, -0.969, 1.267],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.021, -0.057, 0.166, 3.725, -3.031, -0.687]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.059, 0.644, -0.412, -2.298, -0.733, 1.176],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.048, -0.058, 0.257, 3.733, -2.893, -0.611]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.039, 0.667, -0.354, -2.42, -0.336, 1.008],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.009, -0.03, 0.12, 3.679, -3.046, -0.634]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.027, -0.135, 0.191, 3.55, -2.931, -0.588]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.027, -0.135, 0.191, 3.55, -2.931, -0.588]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.027, -0.135, 0.191, 3.55, -2.931, -0.588]"""
"[-1.017, 0.66, -0.219, -2.496, -0.382, 1.031],""[-1.027, -0.135, 0.191, 3.55, -2.931, -0.588]"""
