"[-0.14, 0.528, -1.053, -1.771, -0.588, 0.344],""[-1.02, -0.044, 0.149, 3.672, -3.099, -0.656]"""
"[-0.14, 0.528, -1.053, -1.771, -0.588, 0.344],""[-1.02, -0.044, 0.149, 3.672, -3.099, -0.656]"""
"[-0.14, 0.528, -1.053, -1.771, -0.588, 0.344],""[-1.02, -0.044, 0.149, 3.672, -3.099, -0.656]"""
"[-0.14, 0.528, -1.053, -1.771, -0.588, 0.344],""[-1.02, -0.044, 0.149, 3.672, -3.099, -0.656]"""
"[-0.14, 0.528, -1.053, -1.771, -0.588, 0.344],""[-1.02, -0.044, 0.149, 3.672, -3.099, -0.656]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.156, 0.529, -1.004, -1.42, -0.214, 0.397],""[-1.027, -0.08, 0.138, 3.664, -3.031, -0.595]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.162, 0.514, -1.016, -1.458, -0.214, 0.55],""[-1.028, -0.074, 0.146, 3.664, -3.084, -0.603]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.188, 0.502, -1.037, -1.664, -0.092, 0.382],""[-1.037, -0.038, 0.157, 3.718, -2.962, -0.527]"""
"[-0.19, 0.504, -1.014, -1.687, -0.183, 0.076],""[-1.03, -0.052, 0.15, 3.702, -3.038, -0.649]"""
"[-0.19, 0.504, -1.014, -1.687, -0.183, 0.076],""[-1.03, -0.052, 0.15, 3.702, -3.038, -0.649]"""
"[-0.19, 0.504, -1.014, -1.687, -0.183, 0.076],""[-1.03, -0.052, 0.15, 3.702, -3.038, -0.649]"""
"[-0.19, 0.504, -1.014, -1.687, -0.183, 0.076],""[-1.03, -0.052, 0.15, 3.702, -3.038, -0.649]"""
"[-0.19, 0.504, -1.014, -1.687, -0.183, 0.076],""[-1.03, -0.052, 0.15, 3.702, -3.038, -0.649]"""
"[-0.19, 0.504, -1.014, -1.687, -0.183, 0.076],""[-1.03, -0.052, 0.15, 3.702, -3.038, -0.649]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.182, 0.512, -1.004, -1.786, -0.405, 0.191],""[-1.035, -0.081, 0.143, 3.664, -3.061, -0.534]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.034, -0.055, 0.155, 3.664, -3, -0.557]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.01, -0.081, 0.15, 3.679, -2.992, -0.611]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.206, 0.497, -1.021, -1.496, -0.45, 0.29],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.026, -0.044, 0.158, 3.687, -3.076, -0.588]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.02, -0.057, 0.154, 3.748, -3.122, -0.626]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.213, 0.519, -1, -1.557, -0.023, 0.198],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.222, 0.53, -0.994, -1.626, -0.198, 0.313],""[-1.025, -0.047, 0.152, 3.779, -3.008, -0.656]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.233, 0.502, -0.991, -1.71, -0.137, 0.099],""[-1.015, -0.058, 0.157, 3.725, -3.107, -0.679]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.031, -0.05, 0.15, 3.672, -3.069, -0.649]"""
"[-0.248, 0.511, -0.997, -1.557, -0.237, 0.595],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.271, 0.499, -1.001, -1.565, -0.076, 0.191],""[-1.019, -0.062, 0.182, 3.718, -2.954, -0.634]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.262, 0.517, -0.974, -1.672, -0.183, 0.412],""[-1.028, -0.065, 0.167, 3.626, -2.992, -0.656]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.02, -0.05, 0.151, 3.748, -2.977, -0.641]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.02, -0.05, 0.151, 3.748, -2.977, -0.641]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.02, -0.05, 0.151, 3.748, -2.977, -0.641]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.02, -0.05, 0.151, 3.748, -2.977, -0.641]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.02, -0.05, 0.151, 3.748, -2.977, -0.641]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.02, -0.05, 0.151, 3.748, -2.977, -0.641]"""
"[-0.26, 0.493, -1.033, -1.656, -0.405, 0.008],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.26, 0.517, -1.002, -1.84, -0.145, 0.191],""[-1.019, -0.076, 0.151, 3.763, -3.092, -0.618]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.287, 0.515, -1.01, -1.672, -0.038, 0.176],""[-1.017, -0.055, 0.16, 3.618, -3.023, -0.672]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.024, -0.076, 0.163, 3.74, -3.092, -0.695]"""
"[-0.284, 0.533, -0.984, -1.802, -0.076, 0.244],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.284, 0.51, -1.015, -1.481, -0.305, 0.786],""[-1.033, -0.072, 0.157, 3.672, -3.092, -0.588]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.012, -0.06, 0.143, 3.725, -3.168, -0.603]"""
"[-0.26, 0.5, -0.984, -1.527, 0.107, 0.504],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.027, -0.061, 0.152, 3.756, -3.023, -0.664]"""
"[-0.273, 0.522, -0.977, -1.679, -0.13, 0.351],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.283, 0.537, -1.021, -1.466, -0.115, 0.275],""[-1.023, -0.055, 0.16, 3.756, -2.985, -0.649]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.033, -0.06, 0.155, 3.679, -3.122, -0.656]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.033, -0.06, 0.155, 3.679, -3.122, -0.656]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.033, -0.06, 0.155, 3.679, -3.122, -0.656]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.033, -0.06, 0.155, 3.679, -3.122, -0.656]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.033, -0.06, 0.155, 3.679, -3.122, -0.656]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.033, -0.06, 0.155, 3.679, -3.122, -0.656]"""
"[-0.298, 0.54, -0.985, -1.611, -0.092, 0.817],""[-1.025, -0.038, 0.158, 3.664, -3.061, -0.634]"""
"[-0.303, 0.509, -0.984, -1.687, -0.069, 0.603],""[-1.025, -0.038, 0.158, 3.664, -3.061, -0.634]"""
"[-0.303, 0.509, -0.984, -1.687, -0.069, 0.603],""[-1.025, -0.038, 0.158, 3.664, -3.061, -0.634]"""
"[-0.303, 0.509, -0.984, -1.687, -0.069, 0.603],""[-1.025, -0.038, 0.158, 3.664, -3.061, -0.634]"""
"[-0.303, 0.509, -0.984, -1.687, -0.069, 0.603],""[-1.025, -0.038, 0.158, 3.664, -3.061, -0.634]"""
